Gene,Coefficient,Abs_Coefficient
ENSG00000111241,-0.026420182167780998,0.026420182167780998
ENSG00000159224,0.026418242529682046,0.026418242529682046
ENSG00000173212,-0.026410462373488333,0.026410462373488333
ENSG00000178021,0.02634674769667493,0.02634674769667493
ENSG00000180919,-0.026341338954914868,0.026341338954914868
ENSG00000256660,0.02633396410336109,0.02633396410336109
ENSG00000116218,-0.026302636895691404,0.026302636895691404
ENSG00000255804,-0.02624661254670083,0.02624661254670083
ENSG00000256671,-0.026245707278225932,0.026245707278225932
ENSG00000015592,0.026240530385860213,0.026240530385860213
ENSG00000170667,-0.026237598868599825,0.026237598868599825
ENSG00000251493,0.026235782200522337,0.026235782200522337
ENSG00000276119,0.026234385397605593,0.026234385397605593
ENSG00000121380,-0.02622236842498489,0.02622236842498489
ENSG00000196092,-0.026221946984387033,0.026221946984387033
ENSG00000159450,0.026201524333695148,0.026201524333695148
ENSG00000187627,-0.026193972598930918,0.026193972598930918
ENSG00000281652,0.0261658195185146,0.0261658195185146
ENSG00000221836,-0.026134829423904056,0.026134829423904056
ENSG00000128656,-0.026112375351968586,0.026112375351968586
ENSG00000215372,-0.026090931093973372,0.026090931093973372
ENSG00000163518,-0.026090885318448772,0.026090885318448772
ENSG00000165887,0.026077511946549826,0.026077511946549826
ENSG00000230246,-0.026054465311704616,0.026054465311704616
ENSG00000172365,-0.02602939140121257,0.02602939140121257
ENSG00000186090,0.026015866051761004,0.026015866051761004
ENSG00000113763,0.02597242794671219,0.02597242794671219
ENSG00000122194,-0.025961400849896194,0.025961400849896194
ENSG00000171094,0.02595693268486534,0.02595693268486534
ENSG00000140009,0.02589914761972231,0.02589914761972231
ENSG00000197134,0.02589688595510566,0.02589688595510566
ENSG00000172459,-0.025892871919758403,0.025892871919758403
ENSG00000138315,0.02586272712218802,0.02586272712218802
ENSG00000165409,-0.02583921475465964,0.02583921475465964
ENSG00000142025,0.025760145862139466,0.025760145862139466
ENSG00000186844,0.02575967121965847,0.02575967121965847
ENSG00000173705,0.025757815338747336,0.025757815338747336
ENSG00000205502,-0.02574939603871952,0.02574939603871952
ENSG00000095464,-0.02572158476618162,0.02572158476618162
ENSG00000091138,-0.02571746228931749,0.02571746228931749
ENSG00000196767,0.02571477359922711,0.02571477359922711
ENSG00000215127,0.025713633061792484,0.025713633061792484
ENSG00000187166,0.025660065316591325,0.025660065316591325
ENSG00000187239,0.025659542316825122,0.025659542316825122
ENSG00000134249,0.025650197403590664,0.025650197403590664
ENSG00000104267,0.025641207892713538,0.025641207892713538
ENSG00000255569,-0.02563360877693262,0.02563360877693262
ENSG00000173401,0.025613482868783705,0.025613482868783705
ENSG00000144410,-0.025602239925792313,0.025602239925792313
ENSG00000188778,0.025554617442381543,0.025554617442381543
ENSG00000221859,0.025552225265132057,0.025552225265132057
ENSG00000215547,-0.025509995410728247,0.025509995410728247
ENSG00000072182,0.025505456188108667,0.025505456188108667
ENSG00000204595,0.02549976288193384,0.02549976288193384
ENSG00000102794,-0.025463571817872163,0.025463571817872163
ENSG00000170965,0.02543492450869381,0.02543492450869381
ENSG00000198650,0.025422155838926496,0.025422155838926496
ENSG00000157851,0.025418791208456762,0.025418791208456762
ENSG00000142408,0.025394542877480174,0.025394542877480174
ENSG00000136110,0.02539109254027512,0.02539109254027512
ENSG00000102239,0.02537418877547651,0.02537418877547651
ENSG00000109208,-0.02536721431051077,0.02536721431051077
ENSG00000239810,-0.025365963356764953,0.025365963356764953
ENSG00000168481,0.02533675437001689,0.02533675437001689
ENSG00000256574,-0.025323766884363066,0.025323766884363066
ENSG00000141200,0.0253149185928136,0.0253149185928136
ENSG00000060140,0.02528486102358173,0.02528486102358173
ENSG00000102539,0.02527775395754117,0.02527775395754117
ENSG00000169550,0.02527445116932019,0.02527445116932019
ENSG00000078328,0.025273772804740635,0.025273772804740635
ENSG00000122824,-0.025265699897711724,0.025265699897711724
ENSG00000142784,-0.02524924421462623,0.02524924421462623
ENSG00000124749,0.025246849195184756,0.025246849195184756
ENSG00000267235,-0.025227968011989364,0.025227968011989364
ENSG00000135052,-0.025217645565442922,0.025217645565442922
ENSG00000266524,-0.02521450587088917,0.02521450587088917
ENSG00000196734,0.025209166057074985,0.025209166057074985
ENSG00000139155,-0.02519561116397645,0.02519561116397645
ENSG00000149488,0.025173243699091994,0.025173243699091994
ENSG00000134398,-0.02515708537887405,0.02515708537887405
ENSG00000184617,-0.02512013403214285,0.02512013403214285
ENSG00000007237,-0.025115892101560237,0.025115892101560237
ENSG00000108352,-0.02510128890698132,0.02510128890698132
ENSG00000148798,0.02508771203712148,0.02508771203712148
ENSG00000248099,0.0250786962370141,0.0250786962370141
ENSG00000174576,-0.025065749701597112,0.025065749701597112
ENSG00000106648,0.025065037330977095,0.025065037330977095
ENSG00000165061,-0.02504351056155106,0.02504351056155106
ENSG00000129744,-0.025043233507820253,0.025043233507820253
ENSG00000189433,-0.02503654705571043,0.02503654705571043
ENSG00000129538,0.025035228389477093,0.025035228389477093
ENSG00000213921,-0.0250253621176977,0.0250253621176977
ENSG00000120051,0.025006483501556792,0.025006483501556792
ENSG00000172362,-0.024942482894822475,0.024942482894822475
ENSG00000204779,-0.02493426139015325,0.02493426139015325
